id,name,category,school_id,riasec_code,heat,employment_rate,intro,core_courses,career_paths,industry_outlook,suits
M00504,人力资源管理,管理学,S005,EC,51,0.833,人力资源管理属于管理学门类，系统学习该领域的基础理论与专业技能。,管理学基础|专业核心课|实践与实验|前沿专题,管理学相关技术岗|行业研发/管理|深造读研|考公考编,管理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对管理学领域有兴趣、愿意系统学习的人。
M00505,经济学,经济学,S005,IE,86,0.83,研究资源配置与经济运行规律，培养理性分析经济问题的能力。,微观经济学|宏观经济学|计量经济学|货币银行学|财政学,银行/证券|政策研究|咨询|企业经济分析,口径宽、平台高，名校背景与量化能力是关键。,对社会经济现象感兴趣、逻辑与数理兼备的人。
M00506,中医学,医学,S005,IS,41,0.782,中医学属于医学门类，系统学习该领域的基础理论与专业技能。,医学基础|专业核心课|实践与实验|前沿专题,医学相关技术岗|行业研发/管理|深造读研|考公考编,医学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对医学领域有兴趣、愿意系统学习的人。
M00507,心理学,理学,S005,IS,73,0.801,研究心理与行为规律，兼具科学性与助人价值。,普通心理学|实验心理学|心理统计|认知心理学|心理测量,心理咨询|用户研究|人力资源|教育/科研,心理健康需求上升，但临床岗位多需深造与资质。,对人感兴趣、善于观察倾听、理性与共情兼备的人。
M00601,体育教育,教育学,S006,SI,41,0.798,体育教育属于教育学门类，系统学习该领域的基础理论与专业技能。,教育学基础|专业核心课|实践与实验|前沿专题,教育学相关技术岗|行业研发/管理|深造读研|考公考编,教育学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对教育学领域有兴趣、愿意系统学习的人。
M00602,人力资源管理,管理学,S006,EC,49,0.765,人力资源管理属于管理学门类，系统学习该领域的基础理论与专业技能。,管理学基础|专业核心课|实践与实验|前沿专题,管理学相关技术岗|行业研发/管理|深造读研|考公考编,管理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对管理学领域有兴趣、愿意系统学习的人。
M00603,园艺,农学,S006,RI,48,0.831,园艺属于农学门类，系统学习该领域的基础理论与专业技能。,农学基础|专业核心课|实践与实验|前沿专题,农学相关技术岗|行业研发/管理|深造读研|考公考编,农学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对农学领域有兴趣、愿意系统学习的人。
M00604,植物保护,农学,S006,RI,43,0.822,植物保护属于农学门类，系统学习该领域的基础理论与专业技能。,农学基础|专业核心课|实践与实验|前沿专题,农学相关技术岗|行业研发/管理|深造读研|考公考编,农学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对农学领域有兴趣、愿意系统学习的人。
M00605,汉语国际教育,文学,S006,AS,41,0.831,汉语国际教育属于文学门类，系统学习该领域的基础理论与专业技能。,文学基础|专业核心课|实践与实验|前沿专题,文学相关技术岗|行业研发/管理|深造读研|考公考编,文学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对文学领域有兴趣、愿意系统学习的人。
M00606,数学与应用数学,理学,S006,IC,73,0.858,研究数学理论及其应用，是众多学科与高薪行业的'万金油'底座。,数学分析|高等代数|概率论|实变函数|数值分析,数据/算法岗|金融量化|教师|深造科研,数学好可转码、转金融、转 AI，路径宽但需继续深造。,逻辑严密、热爱抽象思考、不畏惧难题的人。
M00607,机械工程,工学,S006,RI,67,0.832,研究机器的设计、制造与运行，是工业体系的基础学科。,理论力学|材料力学|机械设计|工程制图|制造技术,机械设计工程师|工艺工程师|结构工程师|智能制造,传统工科底盘扎实，向智能制造、新能源装备升级。,空间想象力好、喜欢机械与动手实践、稳重的人。
M00608,物理学,理学,S006,IR,62,0.803,探索物质与能量的基本规律，是众多工科与高新技术的源头。,力学|电磁学|量子力学|热力学统计物理|电动力学,科研深造|半导体/光电|教育|技术研发,基础学科，深造后在芯片、新材料、科研领域有空间。,好奇心强、数理拔尖、有志于科研或高新技术的人。
M00701,保险学,经济学,S007,IE,47,0.801,保险学属于经济学门类，系统学习该领域的基础理论与专业技能。,经济学基础|专业核心课|实践与实验|前沿专题,经济学相关技术岗|行业研发/管理|深造读研|考公考编,经济学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对经济学领域有兴趣、愿意系统学习的人。
M00702,体育教育,教育学,S007,SI,47,0.83,体育教育属于教育学门类，系统学习该领域的基础理论与专业技能。,教育学基础|专业核心课|实践与实验|前沿专题,教育学相关技术岗|行业研发/管理|深造读研|考公考编,教育学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对教育学领域有兴趣、愿意系统学习的人。
M00703,金融学,经济学,S007,EC,88,0.831,研究资金的融通与资产定价，是高薪向往者的热门选择。,金融学|公司金融|投资学|金融市场|计量经济学,银行|证券/基金|风控|金融科技,头部岗位高薪但竞争激烈，量化与复合背景吃香。,关注市场、抗压、数理与沟通俱佳、进取心强的人。
M00704,国际经济与贸易,经济学,S007,IE,51,0.771,国际经济与贸易属于经济学门类，系统学习该领域的基础理论与专业技能。,经济学基础|专业核心课|实践与实验|前沿专题,经济学相关技术岗|行业研发/管理|深造读研|考公考编,经济学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对经济学领域有兴趣、愿意系统学习的人。
M00705,心理学,理学,S007,IS,67,0.751,研究心理与行为规律，兼具科学性与助人价值。,普通心理学|实验心理学|心理统计|认知心理学|心理测量,心理咨询|用户研究|人力资源|教育/科研,心理健康需求上升，但临床岗位多需深造与资质。,对人感兴趣、善于观察倾听、理性与共情兼备的人。
M00706,市场营销,管理学,S007,EC,50,0.834,市场营销属于管理学门类，系统学习该领域的基础理论与专业技能。,管理学基础|专业核心课|实践与实验|前沿专题,管理学相关技术岗|行业研发/管理|深造读研|考公考编,管理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对管理学领域有兴趣、愿意系统学习的人。
M00801,地理科学,理学,S008,IR,49,0.787,地理科学属于理学门类，系统学习该领域的基础理论与专业技能。,理学基础|专业核心课|实践与实验|前沿专题,理学相关技术岗|行业研发/管理|深造读研|考公考编,理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对理学领域有兴趣、愿意系统学习的人。
M00802,护理学,医学,S008,SC,53,0.871,培养专业护理人才，是医疗体系不可或缺的一环。,基础护理学|内外科护理|解剖生理|药理学|急救护理,临床护士|专科护士|社区护理|护理管理,老龄化带来持续需求，就业率高、岗位稳定。,细心耐心、有爱心、能适应轮班、乐于照护他人的人。
M00803,汉语国际教育,文学,S008,AS,43,0.837,汉语国际教育属于文学门类，系统学习该领域的基础理论与专业技能。,文学基础|专业核心课|实践与实验|前沿专题,文学相关技术岗|行业研发/管理|深造读研|考公考编,文学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对文学领域有兴趣、愿意系统学习的人。
M00804,新闻学,文学,S008,AE,63,0.732,研究新闻传播规律，培养采写编评与全媒体内容能力。,新闻学概论|采访写作|传播学|新媒体|媒介伦理,记者/编辑|新媒体运营|公关/品牌|内容创作,传统媒体收缩、新媒体扩张，复合内容人才仍被需要。,好奇心强、善表达、反应快、关注社会议题的人。
M00805,国际经济与贸易,经济学,S008,IE,44,0.777,国际经济与贸易属于经济学门类，系统学习该领域的基础理论与专业技能。,经济学基础|专业核心课|实践与实验|前沿专题,经济学相关技术岗|行业研发/管理|深造读研|考公考编,经济学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对经济学领域有兴趣、愿意系统学习的人。
M00806,测控技术与仪器,工学,S008,RI,39,0.811,测控技术与仪器属于工学门类，系统学习该领域的基础理论与专业技能。,工学基础|专业核心课|实践与实验|前沿专题,工学相关技术岗|行业研发/管理|深造读研|考公考编,工学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对工学领域有兴趣、愿意系统学习的人。
M00807,音乐学,艺术学,S008,AE,45,0.816,音乐学属于艺术学门类，系统学习该领域的基础理论与专业技能。,艺术学基础|专业核心课|实践与实验|前沿专题,艺术学相关技术岗|行业研发/管理|深造读研|考公考编,艺术学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对艺术学领域有兴趣、愿意系统学习的人。
M00808,数字媒体艺术,艺术学,S008,AE,42,0.797,数字媒体艺术属于艺术学门类，系统学习该领域的基础理论与专业技能。,艺术学基础|专业核心课|实践与实验|前沿专题,艺术学相关技术岗|行业研发/管理|深造读研|考公考编,艺术学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对艺术学领域有兴趣、愿意系统学习的人。
M00901,新闻学,文学,S009,AE,56,0.766,研究新闻传播规律，培养采写编评与全媒体内容能力。,新闻学概论|采访写作|传播学|新媒体|媒介伦理,记者/编辑|新媒体运营|公关/品牌|内容创作,传统媒体收缩、新媒体扩张，复合内容人才仍被需要。,好奇心强、善表达、反应快、关注社会议题的人。
M00902,计算机科学与技术,工学,S009,IR,100,0.94,研究计算机系统与软件，教你如何让机器按你的想法运转。,数据结构|操作系统|计算机网络|算法设计|数据库原理,软件工程师|算法工程师|后端/前端开发|数据工程师,数字经济核心赛道，人才需求长期旺盛，薪资水平居前列。,喜欢逻辑推理、爱钻研、能坐得住、对新技术好奇的人。
M00903,音乐学,艺术学,S009,AE,46,0.77,音乐学属于艺术学门类，系统学习该领域的基础理论与专业技能。,艺术学基础|专业核心课|实践与实验|前沿专题,艺术学相关技术岗|行业研发/管理|深造读研|考公考编,艺术学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对艺术学领域有兴趣、愿意系统学习的人。
M00904,材料科学与工程,工学,S009,RI,48,0.797,材料科学与工程属于工学门类，系统学习该领域的基础理论与专业技能。,工学基础|专业核心课|实践与实验|前沿专题,工学相关技术岗|行业研发/管理|深造读研|考公考编,工学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对工学领域有兴趣、愿意系统学习的人。
M00905,汉语国际教育,文学,S009,AS,44,0.77,汉语国际教育属于文学门类，系统学习该领域的基础理论与专业技能。,文学基础|专业核心课|实践与实验|前沿专题,文学相关技术岗|行业研发/管理|深造读研|考公考编,文学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对文学领域有兴趣、愿意系统学习的人。
M00906,数字媒体艺术,艺术学,S009,AE,43,0.751,数字媒体艺术属于艺术学门类，系统学习该领域的基础理论与专业技能。,艺术学基础|专业核心课|实践与实验|前沿专题,艺术学相关技术岗|行业研发/管理|深造读研|考公考编,艺术学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对艺术学领域有兴趣、愿意系统学习的人。
M00907,广告学,文学,S009,AS,51,0.758,广告学属于文学门类，系统学习该领域的基础理论与专业技能。,文学基础|专业核心课|实践与实验|前沿专题,文学相关技术岗|行业研发/管理|深造读研|考公考编,文学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对文学领域有兴趣、愿意系统学习的人。
M00908,测控技术与仪器,工学,S009,RI,45,0.84,测控技术与仪器属于工学门类，系统学习该领域的基础理论与专业技能。,工学基础|专业核心课|实践与实验|前沿专题,工学相关技术岗|行业研发/管理|深造读研|考公考编,工学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对工学领域有兴趣、愿意系统学习的人。
M01001,材料科学与工程,工学,S010,RI,47,0.793,材料科学与工程属于工学门类，系统学习该领域的基础理论与专业技能。,工学基础|专业核心课|实践与实验|前沿专题,工学相关技术岗|行业研发/管理|深造读研|考公考编,工学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对工学领域有兴趣、愿意系统学习的人。
M01002,环境科学,理学,S010,IR,45,0.792,环境科学属于理学门类，系统学习该领域的基础理论与专业技能。,理学基础|专业核心课|实践与实验|前沿专题,理学相关技术岗|行业研发/管理|深造读研|考公考编,理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对理学领域有兴趣、愿意系统学习的人。
M01003,教育学,教育学,S010,SI,53,0.845,研究教育规律与人的发展，面向教学、教研与教育管理。,教育学原理|教育心理学|课程与教学论|教育研究方法,教师|教研员|教育机构|教育行政,考编需求稳定，教育数字化带来新岗位。,有爱心耐心、喜欢与学生相处、乐于助人成长的人。
M01004,体育教育,教育学,S010,SI,44,0.815,体育教育属于教育学门类，系统学习该领域的基础理论与专业技能。,教育学基础|专业核心课|实践与实验|前沿专题,教育学相关技术岗|行业研发/管理|深造读研|考公考编,教育学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对教育学领域有兴趣、愿意系统学习的人。
M01005,心理学,理学,S010,IS,73,0.733,研究心理与行为规律，兼具科学性与助人价值。,普通心理学|实验心理学|心理统计|认知心理学|心理测量,心理咨询|用户研究|人力资源|教育/科研,心理健康需求上升，但临床岗位多需深造与资质。,对人感兴趣、善于观察倾听、理性与共情兼备的人。
M01006,环境工程,工学,S010,RI,48,0.778,环境工程属于工学门类，系统学习该领域的基础理论与专业技能。,工学基础|专业核心课|实践与实验|前沿专题,工学相关技术岗|行业研发/管理|深造读研|考公考编,工学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对工学领域有兴趣、愿意系统学习的人。
M01007,机械工程,工学,S010,RI,73,0.851,研究机器的设计、制造与运行，是工业体系的基础学科。,理论力学|材料力学|机械设计|工程制图|制造技术,机械设计工程师|工艺工程师|结构工程师|智能制造,传统工科底盘扎实，向智能制造、新能源装备升级。,空间想象力好、喜欢机械与动手实践、稳重的人。
M01101,计算机科学与技术,工学,S011,IR,93,0.953,研究计算机系统与软件，教你如何让机器按你的想法运转。,数据结构|操作系统|计算机网络|算法设计|数据库原理,软件工程师|算法工程师|后端/前端开发|数据工程师,数字经济核心赛道，人才需求长期旺盛，薪资水平居前列。,喜欢逻辑推理、爱钻研、能坐得住、对新技术好奇的人。
M01102,化学,理学,S011,IR,44,0.793,研究物质的组成、性质与变化，连接材料、能源与生命科学。,无机化学|有机化学|分析化学|物理化学|结构化学,材料/化工研发|制药|质检分析|科研深造,需深造提升竞争力，新能源与新材料带来新机会。,喜欢做实验、对微观世界好奇、细致耐心的人。
M01103,经济学,经济学,S011,IE,78,0.79,研究资源配置与经济运行规律，培养理性分析经济问题的能力。,微观经济学|宏观经济学|计量经济学|货币银行学|财政学,银行/证券|政策研究|咨询|企业经济分析,口径宽、平台高，名校背景与量化能力是关键。,对社会经济现象感兴趣、逻辑与数理兼备的人。
M01104,口腔医学,医学,S011,IR,91,0.836,专注口腔颌面疾病的诊治，动手性强、职业回报较高。,口腔解剖生理|口腔组织病理|牙体牙髓病学|口腔修复学,口腔医生|正畸/修复医生|私立诊所|口腔医院,消费医疗增长快，执业灵活、收入弹性大。,手巧细致、有耐心、喜欢与人打交道又偏技术的人。
M01105,物流管理,管理学,S011,EC,43,0.815,物流管理属于管理学门类，系统学习该领域的基础理论与专业技能。,管理学基础|专业核心课|实践与实验|前沿专题,管理学相关技术岗|行业研发/管理|深造读研|考公考编,管理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对管理学领域有兴趣、愿意系统学习的人。
M01106,环境科学,理学,S011,IR,46,0.766,环境科学属于理学门类，系统学习该领域的基础理论与专业技能。,理学基础|专业核心课|实践与实验|前沿专题,理学相关技术岗|行业研发/管理|深造读研|考公考编,理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对理学领域有兴趣、愿意系统学习的人。
M01107,金融学,经济学,S011,EC,89,0.832,研究资金的融通与资产定价，是高薪向往者的热门选择。,金融学|公司金融|投资学|金融市场|计量经济学,银行|证券/基金|风控|金融科技,头部岗位高薪但竞争激烈，量化与复合背景吃香。,关注市场、抗压、数理与沟通俱佳、进取心强的人。
M01201,信息与计算科学,理学,S012,IR,50,0.843,信息与计算科学属于理学门类，系统学习该领域的基础理论与专业技能。,理学基础|专业核心课|实践与实验|前沿专题,理学相关技术岗|行业研发/管理|深造读研|考公考编,理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对理学领域有兴趣、愿意系统学习的人。
M01202,应用物理学,理学,S012,IR,49,0.805,应用物理学属于理学门类，系统学习该领域的基础理论与专业技能。,理学基础|专业核心课|实践与实验|前沿专题,理学相关技术岗|行业研发/管理|深造读研|考公考编,理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对理学领域有兴趣、愿意系统学习的人。
M01203,英语,文学,S012,AS,56,0.759,学习英语语言文学与翻译，是跨文化沟通的工具型专业。,综合英语|英语写作|翻译|语言学|英美文学,教师|翻译|外贸|涉外文秘,需'英语+第二技能'复合，单一语言竞争力下降。,语言天赋好、喜欢跨文化交流、表达流畅的人。
M01204,临床医学,医学,S012,IS,86,0.823,培养能诊治疾病的医生，学制长、投入大、社会价值高。,人体解剖学|生理学|病理学|诊断学|内科学|外科学,临床医生|住院医师|专科医生|医学研究,需求刚性、职业稳定，但需读研规培、成才周期长。,责任心强、能承受压力与长学制、愿意救死扶伤的人。
M01205,环境科学,理学,S012,IR,43,0.781,环境科学属于理学门类，系统学习该领域的基础理论与专业技能。,理学基础|专业核心课|实践与实验|前沿专题,理学相关技术岗|行业研发/管理|深造读研|考公考编,理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对理学领域有兴趣、愿意系统学习的人。
M01206,市场营销,管理学,S012,EC,49,0.788,市场营销属于管理学门类，系统学习该领域的基础理论与专业技能。,管理学基础|专业核心课|实践与实验|前沿专题,管理学相关技术岗|行业研发/管理|深造读研|考公考编,管理学门类应用面较广，结合个人兴趣与实习可形成竞争力。,对管理学领域有兴趣、愿意系统学习的人。
M01207,心理学,理学,S012,IS,68,0.752,研究心理与行为规律，兼具科学性与助人价值。,普通心理学|实验心理学|心理统计|认知心理学|心理测量,心理咨询|用户研究|人力资源|教育/科研,心理健康需求上升，但临床岗位多需深造与资质。,对人感兴趣、善于观察倾听、理性与共情兼备的人。
M01301,汉语言文学,文学,S013,AS,53,0.806,研究中国语言文学，是文科'母机'专业，口径宽、底蕴深。,现代汉语|古代汉语|中国古代文学|文学理论|写作,教师|编辑/新媒体|文案|公务员/文秘,考编考公友好，内容行业需要优秀的文字能力。,热爱阅读写作、语言感受力强、表达细腻的人。
